,BLDG_IRN,NAME,YEAR,DIVISION,GENDER,TYPE,PLACE,POPULATION
0,60764,Laurel School ,2018,2,G,District,9,202
1,52654,Beaumont School ,2018,2,G,District,1,287
2,52654,Beaumont School ,2018,2,G,Regional,2,287
3,52654,Beaumont School ,2018,2,G,State,8,287
4,37663,Tuscarawas Valley High School,2018,2,G,District,1,327
5,37663,Tuscarawas Valley High School,2018,2,G,Regional,1,327
6,37663,Tuscarawas Valley High School,2018,2,G,State,7,327
7,27888,Northwestern High School,2018,2,G,District,15,331
8,37671,Tuslaw High School,2018,2,G,District,4,331
9,37671,Tuslaw High School,2018,2,G,Regional,19,331
10,13110,James A Garfield High School,2018,2,G,District,7,345
11,26229,South Range High School,2018,2,G,District,11,354
12,9779,Eastwood I High School,2018,2,G,District,8,357
13,53033,Hathaway Brown ,2018,2,G,District,7,358
14,6312,Chippewa Jr./Sr. High School,2018,2,G,District,9,359
15,3863,Brookville High School,2018,2,G,District,10,366
16,24984,Milton-Union High School,2018,2,G,District,11,366
17,28779,Orrville High School,2018,2,G,District,10,366
18,4507,Harrison Central Jr./Sr. High School,2018,2,G,District,15,371
19,5819,Champion High School,2018,2,G,District,8,372
20,11171,Fairless High School,2018,2,G,District,5,372
21,11171,Fairless High School,2018,2,G,Regional,20,372
22,20420,Liberty Union High School,2018,2,G,District,13,372
23,41319,Willard High School,2018,2,G,District,9,372
24,10041,Edison High School,2018,2,G,District,3,375
25,10041,Edison High School,2018,2,G,Regional,7,375
26,26393,North Union High School,2018,2,G,District,12,378
27,7211,Conneaut High School,2018,2,G,District,12,379
28,35170,Southeast High School,2018,2,G,District,6,382
29,1602,Barnesville High School,2018,2,G,District,21,383
30,38836,West Muskingum High School,2018,2,G,District,16,386
31,28860,Otsego High School,2018,2,G,District,11,392
32,37564,Triway High School,2018,2,G,District,11,392
33,19364,River Valley High School,2018,2,G,District,11,394
34,22418,Manchester High School,2018,2,G,District,11,395
35,7724,Crestwood High School,2018,2,G,District,5,400
36,7724,Crestwood High School,2018,2,G,Regional,16,400
37,315,Alexander Jr. / Sr. High School,2018,2,G,District,15,401
38,33563,Sandy Valley High School,2018,2,G,District,8,401
39,18960,Keystone High School,2018,2,G,District,17,407
40,11114,Fairland High School,2018,2,G,District,3,408
41,11114,Fairland High School,2018,2,G,Regional,9,408
42,28076,Norwayne High School,2018,2,G,District,16,413
43,23036,Martins Ferry High School,2018,2,G,District,6,414
44,23036,Martins Ferry High School,2018,2,G,Regional,13,414
45,28183,Oak Harbor High School,2018,2,G,District,8,415
46,19661,Lakeview High School,2018,2,G,District,5,424
47,19661,Lakeview High School,2018,2,G,Regional,15,424
48,23960,Meadowbrook High School,2018,2,G,District,19,424
