,BLDG_IRN,NAME,YEAR,DIVISION,GENDER,TYPE,PLACE,POPULATION
176,34363,Sheridan High School,2017,2,G,Regional,12,621
177,1701,Batavia High School,2017,2,G,District,4,627
178,17756,Jackson High School,2017,2,G,District,8,634
179,42051,Woodridge High School,2017,2,G,District,1,635
180,42051,Woodridge High School,2017,2,G,Regional,4,635
181,42051,Woodridge High School,2017,2,G,State,13,635
182,17301,Indian Hill High School,2017,2,G,District,4,640
183,6791,Clyde High School,2017,2,G,District,4,643
184,6791,Clyde High School,2017,2,G,Regional,12,643
185,53850,St Vincent St Mary ,2017,2,G,District,1,644
186,53850,St Vincent St Mary ,2017,2,G,Regional,3,644
187,53850,St Vincent St Mary ,2017,2,G,State,4,644
188,5751,Chagrin Falls High School,2017,2,G,District,1,645
189,5751,Chagrin Falls High School,2017,2,G,Regional,2,645
190,5751,Chagrin Falls High School,2017,2,G,State,7,645
191,23838,McKinley High School,2017,2,G,District,10,645
192,24208,St Marys Memorial High School,2017,2,G,District,3,647
193,24208,St Marys Memorial High School,2017,2,G,Regional,11,647
194,23242,Maumee High School,2017,2,G,District,10,650
195,33472,Salem High School,2017,2,G,District,3,653
196,33472,Salem High School,2017,2,G,Regional,12,653
197,4143,Buckeye Valley Local High School,2017,2,G,District,3,662
198,4143,Buckeye Valley Local High School,2017,2,G,Regional,5,662
199,4143,Buckeye Valley Local High School,2017,2,G,State,11,662
200,34272,Shawnee High School,2017,2,G,District,6,664
201,28712,Orange High School,2017,2,G,District,13,669
202,18507,Jonathan Alder High School,2017,2,G,District,2,674
203,18507,Jonathan Alder High School,2017,2,G,Regional,7,674
204,52696,Bishop Hartley ,2017,2,G,District,7,675
205,4127,Buckeye High School,2017,2,G,District,12,678
206,32276,Rogers High School,2017,2,G,District,12,682
207,2220,Bellefontaine High School,2017,2,G,District,6,683
208,2220,Bellefontaine High School,2017,2,G,Regional,11,683
209,22947,Marlington High School,2017,2,G,District,2,683
210,22947,Marlington High School,2017,2,G,Regional,6,683
211,22947,Marlington High School,2017,2,G,State,19,683
212,52878,Chaminade-Julienne ,2017,2,G,District,14,686
213,28373,Oakwood High School,2017,2,G,District,3,688
214,28373,Oakwood High School,2017,2,G,Regional,6,688
215,52803,Carroll ,2017,2,G,District,7,693
216,52803,Carroll ,2017,2,G,Regional,10,693
217,8300,Defiance High School,2017,2,G,District,1,695
218,8300,Defiance High School,2017,2,G,Regional,2,695
219,8300,Defiance High School,2017,2,G,State,8,695
220,1149,Athens High School,2017,2,G,District,2,698
221,1149,Athens High School,2017,2,G,Regional,9,698
222,38653,West Geauga High School,2017,2,G,District,9,712
223,53371,Notre Dame-Cathedral Latin ,2017,2,G,District,7,723
224,26906,New Philadelphia High School,2017,2,G,District,4,725
225,26906,New Philadelphia High School,2017,2,G,Regional,10,725
226,53439,Padua Franciscan ,2017,2,G,District,5,725
227,53439,Padua Franciscan ,2017,2,G,Regional,9,725
228,20255,Lexington High School,2017,2,G,District,1,727
229,20255,Lexington High School,2017,2,G,Regional,1,727
230,20255,Lexington High School,2017,2,G,State,1,727
231,5207,Celina High School,2017,2,G,District,2,735
232,5207,Celina High School,2017,2,G,Regional,7,735
233,28068,Norwalk High School,2017,2,G,District,5,736
234,28068,Norwalk High School,2017,2,G,Regional,13,736
235,2675,Bexley High School,2017,2,G,District,1,742
236,2675,Bexley High School,2017,2,G,Regional,4,742
237,2675,Bexley High School,2017,2,G,State,18,742
238,37291,Tippecanoe High School,2017,2,G,District,1,752
239,37291,Tippecanoe High School,2017,2,G,Regional,1,752
240,37291,Tippecanoe High School,2017,2,G,State,3,752
241,27995,Norton High School,2017,2,G,District,10,758
242,17004,Howland High School,2017,2,G,District,4,781
243,17004,Howland High School,2017,2,G,Regional,16,781
244,1792,Bay High School,2017,2,G,District,6,783
245,36897,Tallmadge High School,2017,2,G,District,8,786
246,8722,Dover High School,2017,2,G,District,3,798
247,8722,Dover High School,2017,2,G,Regional,6,798
248,8722,Dover High School,2017,2,G,State,17,798
249,52639,Archbishop Hoban ,2017,2,G,District,3,809
250,52639,Archbishop Hoban ,2017,2,G,Regional,13,809
251,139311,Monroe High School,2017,2,G,District,2,809
252,139311,Monroe High School,2017,2,G,Regional,8,809
253,14621,Greenville Senior High School,2017,2,G,District,8,818
254,13920,Goshen High School,2017,2,G,District,6,832
255,2154,Bellbrook High School,2017,2,G,District,2,847
256,2154,Bellbrook High School,2017,2,G,Regional,3,847
257,2154,Bellbrook High School,2017,2,G,State,12,847
258,31393,Revere High School,2017,2,G,District,7,877
259,32755,Ross High School,2017,2,G,District,7,881
260,2303,Belmont High School,2017,2,G,District,21,898
261,7054,Columbian High School,2017,2,G,District,3,900
262,7054,Columbian High School,2017,2,G,Regional,8,900
263,22178,Madison High School,2017,2,G,District,8,903
264,33555,Sandusky High School,2017,2,G,District,11,967
