,BLDG_IRN,NAME,YEAR,DIVISION,GENDER,TYPE,PLACE,POPULATION
0,53272,Mercy McAuley High School ,2021,1,G,District,5,420
1,53272,Mercy McAuley High School ,2021,1,G,Regional,17,420
2,53843,St Ursula Academy ,2021,1,G,District,4,451
3,53843,St Ursula Academy ,2021,1,G,Regional,-1,451
4,53942,Ursuline Academy ,2021,1,G,District,6,503
5,53942,Ursuline Academy ,2021,1,G,Regional,-1,503
6,53389,Notre Dame Academy ,2021,1,G,District,1,530
7,53389,Notre Dame Academy ,2021,1,G,Regional,2,530
8,53389,Notre Dame Academy ,2021,1,G,State,18,530
9,53884,Seton ,2021,1,G,District,9,631
10,53835,St Ursula Academy ,2021,1,G,District,2,646
11,53835,St Ursula Academy ,2021,1,G,Regional,6,646
12,4127,Buckeye High School,2021,1,G,District,14,678
13,22798,Marietta High School,2021,1,G,District,9,680
14,53702,St Joseph Academy ,2021,1,G,District,3,682
15,53702,St Joseph Academy ,2021,1,G,Regional,18,682
16,53215,Magnificat ,2021,1,G,District,10,695
17,26906,New Philadelphia High School,2021,1,G,District,13,725
18,53322,Mount Notre Dame ,2021,1,G,District,7,726
19,42598,Zanesville High School,2021,1,G,District,15,737
20,25866,Western Brown High School,2021,1,G,District,9,760
21,12310,Franklin High School,2021,1,G,District,13,761
22,36988,Tecumseh High School,2021,1,G,District,15,763
23,4796,Canfield High School,2021,1,G,District,16,773
24,24596,Midview High School,2021,1,G,District,19,774
25,17004,Howland High School,2021,1,G,District,13,781
26,1792,Bay High School,2021,1,G,District,7,783
27,1792,Bay High School,2021,1,G,Regional,13,783
28,8722,Dover High School,2021,1,G,District,12,798
29,3285,Bowling Green High School,2021,1,G,District,3,805
30,3285,Bowling Green High School,2021,1,G,Regional,5,805
31,139311,Monroe High School,2021,1,G,District,11,809
32,21576,Louisville High School,2021,1,G,District,15,817
33,18770,Kenston High School,2021,1,G,District,4,821
34,18770,Kenston High School,2021,1,G,Regional,16,821
35,39164,Wapakoneta High School,2021,1,G,District,8,826
36,4416,Butler High School,2021,1,G,District,11,841
37,2154,Bellbrook High School,2021,1,G,District,10,847
38,6296,Chillicothe High School,2021,1,G,District,10,856
39,32243,Rocky River High School,2021,1,G,District,4,872
40,32243,Rocky River High School,2021,1,G,Regional,7,872
41,32243,Rocky River High School,2021,1,G,State,7,872
42,32755,Ross High School,2021,1,G,District,10,881
43,1081,Ashland High School,2021,1,G,District,7,886
44,30098,Piqua High School,2021,1,G,District,14,888
45,53587,St Francis De Sales ,2021,1,G,District,8,893
46,7054,Columbian High School,2021,1,G,District,3,900
47,7054,Columbian High School,2021,1,G,Regional,4,900
48,22178,Madison High School,2021,1,G,District,9,903
49,22178,Madison High School,2021,1,G,Regional,-1,903
50,36863,Talawanda High School,2021,1,G,District,6,908
51,36863,Talawanda High School,2021,1,G,Regional,14,908
