,BLDG_IRN,NAME,YEAR,DIVISION,GENDER,TYPE,PLACE,POPULATION
241,9286,Orange High School,2019,1,B,Regional,3,1926
242,9286,Orange High School,2019,1,B,State,18,1926
243,39073,Walnut Hills High School,2019,1,B,District,5,1927
244,24745,Milford Sr High School,2019,1,B,District,10,1960
245,6593,Springboro High School,2019,1,B,District,6,1972
246,6593,Springboro High School,2019,1,B,Regional,10,1972
247,17772,Jackson High School,2019,1,B,District,5,1979
248,17772,Jackson High School,2019,1,B,Regional,8,1979
249,17772,Jackson High School,2019,1,B,State,19,1979
250,3970,Brunswick High School,2019,1,B,District,3,1988
251,3970,Brunswick High School,2019,1,B,Regional,10,1988
252,24075,Medina High School,2019,1,B,District,2,2010
253,24075,Medina High School,2019,1,B,Regional,7,2010
254,24075,Medina High School,2019,1,B,State,17,2010
255,28365,GlenOak High School,2019,1,B,District,4,2115
256,28365,GlenOak High School,2019,1,B,Regional,15,2115
257,23846,McKinley High School,2019,1,B,District,13,2116
258,11049,Fairfield High School,2019,1,B,District,5,2128
259,13532,West Clermont High School,2019,1,B,District,7,2189
260,41046,Whitmer High School,2019,1,B,District,2,2203
261,41046,Whitmer High School,2019,1,B,Regional,7,2203
262,28217,Oak Hills High School,2019,1,B,District,7,2260
263,20883,Lincoln High School,2019,1,B,District,1,2323
264,20883,Lincoln High School,2019,1,B,Regional,1,2323
265,20883,Lincoln High School,2019,1,B,State,4,2323
266,18929,Kettering Fairmont High School,2019,1,B,District,3,2399
267,18929,Kettering Fairmont High School,2019,1,B,Regional,9,2399
268,24281,Mentor High School,2019,1,B,District,2,2521
269,24281,Mentor High School,2019,1,B,Regional,9,2521
270,123836,Lakota East High School,2019,1,B,District,6,2550
271,19737,Lakota West High School,2019,1,B,District,2,2643
272,19737,Lakota West High School,2019,1,B,Regional,7,2643
273,5322,Centerville High School,2019,1,B,District,5,2694
274,5322,Centerville High School,2019,1,B,Regional,11,2694
275,41376,William Mason High School,2019,1,B,District,1,3418
276,41376,William Mason High School,2019,1,B,Regional,2,3418
277,41376,William Mason High School,2019,1,B,State,2,3418
