,BLDG_IRN,NAME,YEAR,DIVISION,GENDER,TYPE,PLACE,POPULATION
0,52928,Columbus School For Girls ,2019,2,G,District,15,180
1,60764,Laurel School ,2019,2,G,District,11,202
2,52654,Beaumont School ,2019,2,G,District,3,287
3,52654,Beaumont School ,2019,2,G,Regional,1,287
4,52654,Beaumont School ,2019,2,G,State,7,287
5,52787,Cardinal Mooney ,2019,2,G,District,8,290
6,146480,Rock Hill Sr High School,2019,2,G,District,5,319
7,146480,Rock Hill Sr High School,2019,2,G,Regional,15,319
8,37663,Tuscarawas Valley High School,2019,2,G,District,2,327
9,37663,Tuscarawas Valley High School,2019,2,G,Regional,9,327
10,37671,Tuslaw High School,2019,2,G,District,7,331
11,12450,Fredericktown High School,2019,2,G,District,5,339
12,12450,Fredericktown High School,2019,2,G,Regional,8,339
13,13110,James A Garfield High School,2019,2,G,District,6,345
14,29454,Paulding High School,2019,2,G,District,13,346
15,9779,Eastwood I High School,2019,2,G,District,3,357
16,9779,Eastwood I High School,2019,2,G,Regional,12,357
17,53033,Hathaway Brown ,2019,2,G,District,4,358
18,53033,Hathaway Brown ,2019,2,G,Regional,8,358
19,3863,Brookville High School,2019,2,G,District,8,366
20,24984,Milton-Union High School,2019,2,G,District,7,366
21,24984,Milton-Union High School,2019,2,G,Regional,11,366
22,4507,Harrison Central Jr./Sr. High School,2019,2,G,District,15,371
23,5819,Champion High School,2019,2,G,District,9,372
24,11171,Fairless High School,2019,2,G,District,6,372
25,41319,Willard High School,2019,2,G,District,10,372
26,10041,Edison High School,2019,2,G,District,3,375
27,10041,Edison High School,2019,2,G,Regional,8,375
28,26393,North Union High School,2019,2,G,District,16,378
29,7211,Conneaut High School,2019,2,G,District,10,379
30,35170,Southeast High School,2019,2,G,District,7,382
31,17194,Huron High School,2019,2,G,District,7,385
32,28860,Otsego High School,2019,2,G,District,12,392
33,37564,Triway High School,2019,2,G,District,14,392
34,19364,River Valley High School,2019,2,G,District,7,394
35,19364,River Valley High School,2019,2,G,Regional,21,394
36,22418,Manchester High School,2019,2,G,District,10,395
37,7724,Crestwood High School,2019,2,G,District,3,400
38,7724,Crestwood High School,2019,2,G,Regional,16,400
39,315,Alexander Jr. / Sr. High School,2019,2,G,District,10,401
40,33563,Sandy Valley High School,2019,2,G,District,4,401
41,33563,Sandy Valley High School,2019,2,G,Regional,11,401
42,2576,Bethel High School,2019,2,G,District,15,403
43,38042,Utica High School,2019,2,G,District,17,404
44,11114,Fairland High School,2019,2,G,District,14,408
45,28076,Norwayne High School,2019,2,G,District,11,413
46,40931,Wheelersburg High School,2019,2,G,District,12,413
47,28183,Oak Harbor High School,2019,2,G,District,5,415
