,BLDG_IRN,NAME,YEAR,DIVISION,GENDER,TYPE,PLACE,POPULATION
0,53272,Mercy McAuley High School ,2020,1,G,District,6,420
1,53843,St Ursula Academy ,2020,1,G,District,2,451
2,53843,St Ursula Academy ,2020,1,G,Regional,3,451
3,53942,Ursuline Academy ,2020,1,G,District,7,503
4,53389,Notre Dame Academy ,2020,1,G,District,5,530
5,53884,Seton ,2020,1,G,District,6,631
6,53835,St Ursula Academy ,2020,1,G,District,3,646
7,53835,St Ursula Academy ,2020,1,G,Regional,9,646
8,4127,Buckeye High School,2020,1,G,District,11,678
9,22798,Marietta High School,2020,1,G,District,11,680
10,53702,St Joseph Academy ,2020,1,G,District,4,682
11,53702,St Joseph Academy ,2020,1,G,Regional,6,682
12,53702,St Joseph Academy ,2020,1,G,State,14,682
13,53215,Magnificat ,2020,1,G,District,9,695
14,26906,New Philadelphia High School,2020,1,G,District,15,725
15,53322,Mount Notre Dame ,2020,1,G,District,8,726
16,14944,Hamilton Township High School,2020,1,G,District,13,742
17,66795,David H. Ponitz Career Technology  Center,2020,1,G,District,12,745
18,25866,Western Brown High School,2020,1,G,District,9,760
19,12310,Franklin High School,2020,1,G,District,7,761
20,36988,Tecumseh High School,2020,1,G,District,8,763
21,4796,Canfield High School,2020,1,G,District,9,773
22,4796,Canfield High School,2020,1,G,Regional,23,773
23,24596,Midview High School,2020,1,G,District,8,774
24,17004,Howland High School,2020,1,G,District,6,781
25,17004,Howland High School,2020,1,G,Regional,17,781
26,1792,Bay High School,2020,1,G,District,4,783
27,1792,Bay High School,2020,1,G,Regional,18,783
28,8722,Dover High School,2020,1,G,District,14,798
29,3285,Bowling Green High School,2020,1,G,District,5,805
30,139311,Monroe High School,2020,1,G,District,10,809
31,21576,Louisville High School,2020,1,G,District,14,817
32,18770,Kenston High School,2020,1,G,District,1,821
33,18770,Kenston High School,2020,1,G,Regional,2,821
34,18770,Kenston High School,2020,1,G,State,5,821
35,39164,Wapakoneta High School,2020,1,G,District,8,826
36,4416,Butler High School,2020,1,G,District,9,841
37,2154,Bellbrook High School,2020,1,G,District,3,847
38,2154,Bellbrook High School,2020,1,G,Regional,13,847
39,6296,Chillicothe High School,2020,1,G,District,16,856
40,64683,Northwest High School,2020,1,G,District,12,857
41,32243,Rocky River High School,2020,1,G,District,2,872
42,32243,Rocky River High School,2020,1,G,Regional,14,872
43,32755,Ross High School,2020,1,G,District,10,881
44,1081,Ashland High School,2020,1,G,District,4,886
45,30098,Piqua High School,2020,1,G,District,5,888
46,53587,St Francis De Sales ,2020,1,G,District,6,893
47,7054,Columbian High School,2020,1,G,District,3,900
48,7054,Columbian High School,2020,1,G,Regional,4,900
49,22178,Madison High School,2020,1,G,District,8,903
50,36863,Talawanda High School,2020,1,G,District,2,908
51,36863,Talawanda High School,2020,1,G,Regional,10,908
52,42218,Wooster High School,2020,1,G,District,12,909
53,22111,Madison High School,2020,1,G,District,13,912
54,7310,Copley High School,2020,1,G,District,7,917
55,38588,West Carrollton High School,2020,1,G,District,11,918
56,52720,Bishop Watterson ,2020,1,G,District,7,933
57,463,Alliance High School,2020,1,G,District,19,937
58,34561,Sidney High School,2020,1,G,District,7,947
59,5876,Chardon High School,2020,1,G,District,5,949
60,5876,Chardon High School,2020,1,G,Regional,16,949
61,21246,Logan High School,2020,1,G,District,12,958
62,1297,Aurora High School,2020,1,G,District,7,966
63,1297,Aurora High School,2020,1,G,Regional,21,966
64,33555,Sandusky High School,2020,1,G,District,9,967
